Date,Time,Symbol,Side,Quantity,Price,Commission
2023-05-31,10:39:00,MXL,S,85,29.0200,0
2023-05-31,15:00:00,MXL,B,85,29.1800,0
2023-05-31,14:36:00,NN,B,972,2.5800,0
2023-05-31,15:00:00,NN,S,972,2.5800,0
2023-05-31,14:44:00,EVTL,B,1302,1.9450,0
2023-05-31,15:00:00,EVTL,S,1302,1.9850,0
2023-06-01,08:41:00,LCID,S,378,6.6000,0
2023-06-01,10:02:00,LCID,B,378,6.6700,0
2023-06-02,09:00:00,TMUS,S,19,126.4600,0
2023-06-02,14:56:00,TMUS,B,19,130.6750,0
2023-06-05,09:13:00,ELDN,S,1288,1.9200,0
2023-06-05,09:37:00,ELDN,B,644,1.8432,0
2023-06-05,09:37:00,ELDN,B,644,1.8592,0
2023-06-05,09:20:00,GRPN,S,431,5.7450,0
2023-06-05,10:21:00,GRPN,B,431,5.9700,0
2023-06-05,10:18:00,BMEA,B,69,36.1800,0
2023-06-05,11:10:00,BMEA,S,69,35.7600,0
2023-06-05,11:15:00,IMAX,B,138,18.0200,0
2023-06-05,14:50:00,IMAX,S,138,17.9100,0
2023-06-05,14:44:00,CAR,B,14,176.8200,0
2023-06-05,14:52:00,CAR,S,14,176.6200,0
2023-06-05,09:20:00,GPRE,S,81,30.6300,0
2023-06-05,15:00:00,GPRE,B,81,30.9400,0
2023-06-05,09:37:00,PARR,S,114,21.7800,0
2023-06-05,15:00:00,PARR,B,114,22.0000,0
2023-06-05,09:43:00,MXL,S,90,27.5550,0
2023-06-05,15:00:00,MXL,B,90,27.6750,0
2023-06-05,10:20:00,RPAY,S,377,6.5750,0
2023-06-05,15:00:00,RPAY,B,377,6.5300,0
2023-06-05,14:38:00,SPIR,S,3546,0.7000,0
2023-06-05,15:00:00,SPIR,B,3546,0.7020,0
2023-06-06,08:58:00,BMEA,B,65,38.6600,0
2023-06-06,11:48:00,BMEA,S,65,37.8900,0
2023-06-06,09:08:00,CAR,B,14,179.4400,0
2023-06-06,15:00:00,CAR,S,14,184.6000,0
2023-06-06,09:29:00,PARR,B,110,22.5850,0
2023-06-06,15:00:00,PARR,S,110,22.9000,0
2023-06-06,09:55:00,MXL,B,89,27.9300,0
2023-06-06,15:00:00,MXL,S,89,27.7400,0
2023-06-06,09:55:00,GPRE,B,79,31.6500,0
2023-06-06,15:00:00,GPRE,S,79,32.1000,0
2023-06-06,10:10:00,BMI,B,17,145.5300,0
2023-06-06,15:00:00,BMI,S,17,146.7300,0
2023-06-06,10:13:00,GRPN,B,408,6.1350,0
2023-06-06,15:00:00,GRPN,S,408,6.1100,0
2023-06-06,13:32:00,IFRX,B,600,4.1950,0
2023-06-06,15:00:00,IFRX,S,600,4.2000,0
2023-06-06,14:21:00,VOR,B,484,5.1700,0
2023-06-06,15:00:00,VOR,S,484,5.3000,0
2023-06-06,14:59:00,NNBR,B,1269,1.9900,0
2023-06-06,15:00:00,NNBR,S,1269,1.9800,0
2023-06-07,09:28:00,BMEA,S,65,38.2250,0
2023-06-07,10:16:00,BMEA,B,65,38.6700,0
2023-06-07,08:54:00,MXL,B,88,28.2950,0
2023-06-07,15:00:00,MXL,S,88,28.9800,0
2023-06-07,09:02:00,CAR,B,13,190.2500,0
2023-06-07,15:00:00,CAR,S,13,191.8100,0
2023-06-07,09:15:00,GPRE,S,77,32.2800,0
2023-06-07,15:00:00,GPRE,B,77,32.0600,0
2023-06-07,09:25:00,PARR,B,106,23.4650,0
2023-06-07,15:00:00,PARR,S,106,24.0350,0
2023-06-07,09:52:00,SPIR,S,3332,0.7053,0
2023-06-07,15:00:00,SPIR,B,3332,0.7156,0
2023-06-07,11:00:00,NEXA,S,459,5.4000,0
2023-06-07,15:00:00,NEXA,B,459,5.3500,0
2023-06-07,13:58:00,IMAX,B,131,19.0950,0
2023-06-07,15:00:00,IMAX,S,131,18.9550,0
2023-06-07,14:49:00,ACHV,S,405,6.1200,0
2023-06-07,15:00:00,ACHV,B,405,5.9800,0
2023-06-07,14:54:00,BMI,B,16,150.6500,0
2023-06-07,15:00:00,BMI,S,16,150.6800,0
2023-06-07,14:55:00,GRPN,S,440,5.6750,0
2023-06-07,15:00:00,GRPN,B,440,5.6500,0
2023-06-07,14:57:00,IFRX,S,606,4.1200,0
2023-06-07,15:00:00,IFRX,B,606,4.1250,0
2023-06-08,09:22:00,GRPN,B,485,5.1650,0
2023-06-08,09:31:00,GRPN,S,242,5.3716,0
2023-06-08,09:31:00,GRPN,S,243,5.3733,0
2023-06-08,09:43:00,MXL,B,85,29.1200,0
2023-06-08,10:37:00,MXL,S,85,28.9200,0
2023-06-08,08:58:00,BMEA,B,60,41.3900,0
2023-06-08,11:26:00,BMEA,S,30,43.0456,0
2023-06-08,11:26:00,BMEA,S,30,43.0261,0
2023-06-08,10:48:00,PARR,S,105,23.6200,0
2023-06-08,12:30:00,PARR,B,105,24.0300,0
2023-06-08,10:04:00,GPRE,S,79,31.5200,0
2023-06-08,15:00:00,GPRE,B,79,31.7400,0
2023-06-08,10:13:00,IMAX,S,133,18.7500,0
2023-06-08,15:00:00,IMAX,B,133,18.5650,0
2023-06-08,14:58:00,NEXA,S,467,5.3100,0
2023-06-08,15:00:00,NEXA,B,467,5.3300,0
2023-06-08,14:59:00,IFRX,S,622,4.0000,0
2023-06-08,15:00:00,IFRX,B,622,4.0000,0
2023-06-09,09:19:00,MXL,B,84,29.4600,0
2023-06-09,09:35:00,MXL,S,84,29.3700,0
2023-06-09,09:58:00,BMEA,B,59,42.3700,0
2023-06-09,10:33:00,BMEA,S,59,41.7650,0
2023-06-09,10:06:00,CAR,S,12,195.1850,0
2023-06-09,15:00:00,CAR,B,12,193.5200,0
2023-06-09,13:50:00,IMAX,S,135,18.3900,0
2023-06-09,15:00:00,IMAX,B,135,18.4700,0
2023-06-09,13:56:00,EVTL,B,1315,1.9150,0
2023-06-09,15:00:00,EVTL,S,1315,1.9000,0
2023-06-09,14:56:00,NN,S,904,2.7200,0
2023-06-09,15:00:00,NN,B,904,2.7300,0
2023-06-12,08:57:00,BMEA,S,61,40.3000,0
2023-06-12,13:38:00,BMEA,B,61,41.6100,0
2023-06-12,08:50:00,MXL,B,82,30.3300,0
2023-06-12,15:00:00,MXL,S,82,30.2200,0
2023-06-12,09:08:00,CAR,B,12,199.0900,0
2023-06-12,15:00:00,CAR,S,12,200.9100,0
2023-06-12,09:19:00,PARR,B,103,24.1800,0
2023-06-12,15:00:00,PARR,S,103,23.6800,0
2023-06-12,10:08:00,SPIR,S,3650,0.6607,0
2023-06-12,15:00:00,SPIR,B,3650,0.6700,0
2023-06-12,10:21:00,BMI,B,16,153.3100,0
2023-06-12,15:00:00,BMI,S,16,153.7800,0
2023-06-12,10:23:00,EVTL,B,1326,1.9050,0
2023-06-12,15:00:00,EVTL,S,1326,1.9250,0
2023-06-12,11:48:00,RPAY,B,347,7.2100,0
2023-06-12,15:00:00,RPAY,S,347,7.3800,0
2023-06-12,14:30:00,VOR,S,494,4.9050,0
2023-06-12,15:00:00,VOR,B,494,4.9000,0
2023-06-12,14:34:00,ELDN,S,1388,1.7700,0
2023-06-12,15:00:00,ELDN,B,1388,1.7500,0
2023-06-12,14:37:00,IFRX,B,565,4.4250,0
2023-06-12,15:00:00,IFRX,S,565,4.4500,0
2023-06-12,14:54:00,NN,B,886,2.8450,0
2023-06-12,15:00:00,NN,S,886,2.8500,0
2023-06-13,09:40:00,BMEA,B,61,40.4000,0
2023-06-13,12:19:00,BMEA,S,61,39.8000,0
2023-06-13,09:21:00,MXL,B,81,30.5600,0
2023-06-13,15:00:00,MXL,S,81,30.6700,0
2023-06-13,09:29:00,GPRE,B,76,32.9600,0
2023-06-13,15:00:00,GPRE,S,76,32.5100,0
2023-06-13,10:09:00,RPAY,B,333,7.5050,0
2023-06-13,15:00:00,RPAY,S,333,7.5300,0
2023-06-13,11:23:00,NN,B,860,2.9900,0
2023-06-13,15:00:00,NN,S,860,3.0400,0
2023-06-13,13:21:00,NKTX,S,517,4.7550,0
2023-06-13,15:00:00,NKTX,B,517,4.7400,0
2023-06-13,14:39:00,BMI,S,16,151.3350,0
2023-06-13,15:00:00,BMI,B,16,151.9050,0
2023-06-14,10:24:00,MXL,B,81,30.7000,0
2023-06-14,12:29:00,MXL,S,81,30.4500,0
2023-06-14,09:35:00,CAR,S,12,199.3350,0
2023-06-14,13:52:00,CAR,B,12,201.4300,0
2023-06-14,14:24:00,MYSE,B,1666,0.5684,0
2023-06-14,14:45:00,MYSE,S,833,0.5911,0
2023-06-14,14:45:00,MYSE,S,833,0.6544,0
2023-06-14,09:10:00,BMEA,S,62,39.5900,0
2023-06-14,15:00:00,BMEA,B,62,38.9200,0
2023-06-14,09:50:00,GPRE,B,76,32.9000,0
2023-06-14,15:00:00,GPRE,S,76,33.0800,0
2023-06-14,10:00:00,RPAY,S,333,7.4650,0
2023-06-14,15:00:00,RPAY,B,333,7.4100,0
2023-06-14,10:39:00,SPIR,S,3716,0.6700,0
2023-06-14,15:00:00,SPIR,B,3716,0.6750,0
2023-06-14,13:23:00,GRPN,S,558,4.4500,0
2023-06-14,15:00:00,GRPN,B,558,4.5400,0
2023-06-14,13:32:00,BMI,S,16,149.9900,0
2023-06-14,15:00:00,BMI,B,16,150.2500,0
2023-06-15,10:23:00,NEXA,B,465,5.4400,0
2023-06-15,11:49:00,NEXA,S,465,5.3400,0
2023-06-15,12:00:00,SPIR,S,3778,0.6374,0
2023-06-15,12:56:00,SPIR,B,3778,0.6679,0
2023-06-15,10:18:00,RPAY,B,340,7.4100,0
2023-06-15,14:22:00,RPAY,S,170,7.7064,0
2023-06-15,14:22:00,RPAY,S,170,7.6409,0
2023-06-15,09:36:00,CAR,B,12,203.8000,0
2023-06-15,15:00:00,CAR,S,12,206.0200,0
2023-06-15,09:38:00,GRPN,B,541,4.6550,0
2023-06-15,15:00:00,GRPN,S,541,4.7300,0
2023-06-15,09:50:00,MXL,B,83,30.0600,0
2023-06-15,15:00:00,MXL,S,83,30.3800,0
2023-06-15,10:15:00,VOR,S,479,5.0500,0
2023-06-15,15:00:00,VOR,B,479,4.8700,0
2023-06-15,10:33:00,PARR,B,105,23.7300,0
2023-06-15,15:00:00,PARR,S,105,24.2950,0
2023-06-15,10:35:00,IMAX,S,138,17.9600,0
2023-06-15,15:00:00,IMAX,B,138,17.8950,0
2023-06-15,13:31:00,EVTL,S,1392,1.7900,0
2023-06-15,15:00:00,EVTL,B,1392,1.7900,0
2023-06-15,14:08:00,NKTX,B,465,4.9750,0
2023-06-15,15:00:00,NKTX,S,465,4.9400,0
2023-06-16,08:52:00,PARR,B,102,24.4150,0
2023-06-16,08:58:00,PARR,S,102,24.3050,0
2023-06-16,09:41:00,GRPN,B,520,4.8350,0
2023-06-16,12:12:00,GRPN,S,260,5.0284,0
2023-06-16,12:12:00,GRPN,S,260,5.0366,0
2023-06-16,08:55:00,BMEA,S,69,35.4200,0
2023-06-16,15:00:00,BMEA,B,69,34.9100,0
2023-06-16,09:28:00,GPRE,S,75,32.8550,0
2023-06-16,15:00:00,GPRE,B,75,32.2000,0
2023-06-16,09:44:00,RPAY,S,337,7.4000,0
2023-06-16,15:00:00,RPAY,B,337,7.4500,0
2023-06-16,14:14:00,IMAX,S,139,17.8800,0
2023-06-16,15:00:00,IMAX,B,139,17.9700,0
2023-06-16,14:31:00,SPIR,B,3735,0.6747,0
2023-06-16,15:00:00,SPIR,S,3735,0.6864,0
2023-06-16,14:52:00,NEXA,S,509,4.7850,0
2023-06-16,15:00:00,NEXA,B,509,4.8200,0
2023-06-20,09:28:00,MXL,S,82,30.3650,0
2023-06-20,10:05:00,MXL,B,82,30.6000,0
2023-06-20,09:51:00,RPAY,S,339,7.3350,0
2023-06-20,10:41:00,RPAY,B,339,7.4700,0
2023-06-20,08:54:00,BMEA,B,70,35.4900,0
2023-06-20,14:01:00,BMEA,S,35,36.9096,0
2023-06-20,14:01:00,BMEA,S,35,36.6951,0
2023-06-20,14:30:00,CAR,B,11,224.1200,0
2023-06-20,14:51:00,CAR,S,11,223.8800,0
2023-06-20,09:21:00,GRPN,S,540,4.5500,0
2023-06-20,15:00:00,GRPN,B,270,4.3680,0
2023-06-20,15:00:00,GRPN,B,270,4.2500,0
2023-06-20,10:01:00,PARR,S,106,23.2800,0
2023-06-20,15:00:00,PARR,B,106,23.7250,0
2023-06-20,10:30:00,MXL,B,81,30.6350,0
2023-06-20,15:00:00,MXL,S,81,31.4350,0
2023-06-20,14:59:00,SPIR,S,3840,0.6510,0
2023-06-20,15:00:00,SPIR,B,3840,0.6508,0
2023-06-21,08:44:00,INTC,S,71,34.6900,0
2023-06-21,12:46:00,INTC,B,35,33.3024,0
2023-06-21,12:46:00,INTC,B,36,33.3269,0
2023-06-22,09:22:00,GPRE,B,83,29.8600,0
2023-06-22,10:15:00,GPRE,S,83,29.6100,0
2023-06-22,09:14:00,MXL,B,83,30.1400,0
2023-06-22,10:27:00,MXL,S,83,29.7800,0
2023-06-22,09:30:00,GRPN,B,515,4.9350,0
2023-06-22,11:28:00,GRPN,S,257,5.1324,0
2023-06-22,11:28:00,GRPN,S,258,5.3757,0
2023-06-22,09:14:00,BMEA,B,69,36.0600,0
2023-06-22,13:44:00,BMEA,S,69,34.6300,0
2023-06-22,09:40:00,SPIR,B,3676,0.6910,0
2023-06-22,14:39:00,SPIR,S,1838,0.7186,0
2023-06-22,14:39:00,SPIR,S,1838,0.7199,0
2023-06-22,09:27:00,CAR,B,11,223.6000,0
2023-06-22,15:00:00,CAR,S,11,223.1500,0
2023-06-22,14:44:00,NEXA,S,521,4.7900,0
2023-06-22,15:00:00,NEXA,B,521,4.8300,0
2023-06-22,14:58:00,VOR,S,518,4.7450,0
2023-06-22,15:00:00,VOR,B,518,4.7450,0
2023-06-23,09:19:00,SPIR,S,3623,0.6900,0
2023-06-23,10:27:00,SPIR,B,1811,0.6624,0
2023-06-23,10:27:00,SPIR,B,1812,0.6610,0
2023-06-23,09:27:00,BMEA,S,78,31.7300,0
2023-06-23,11:22:00,BMEA,B,39,30.4608,0
2023-06-23,11:22:00,BMEA,B,39,30.4373,0
2023-06-23,09:11:00,GPRE,S,84,29.4000,0
2023-06-23,11:47:00,GPRE,B,84,29.7000,0
2023-06-23,09:54:00,GRPN,B,463,5.4100,0
2023-06-23,12:39:00,GRPN,S,231,5.6264,0
2023-06-23,12:39:00,GRPN,S,232,5.7009,0
2023-06-23,09:31:00,IMAX,B,146,17.1000,0
2023-06-23,15:00:00,IMAX,S,146,17.2600,0
2023-06-23,09:58:00,MXL,S,86,28.7900,0
2023-06-23,15:00:00,MXL,B,86,28.9300,0
2023-06-23,14:51:00,NN,B,836,3.0500,0
2023-06-23,15:00:00,NN,S,836,3.0100,0
2023-06-23,14:53:00,RPAY,B,340,7.3550,0
2023-06-23,15:00:00,RPAY,S,340,7.3450,0
2023-06-23,14:57:00,PARR,S,102,24.4600,0
2023-06-23,15:00:00,PARR,B,102,24.4300,0
2023-06-26,08:54:00,CCL,B,166,15.0000,0
2023-06-26,09:33:00,CCL,S,166,14.2350,0
2023-06-26,09:52:00,CCL,S,175,14.2150,0
2023-06-26,13:45:00,CCL,B,175,14.4700,0
2023-06-27,09:03:00,BMEA,S,105,23.6000,0
2023-06-27,09:27:00,BMEA,B,52,22.6560,0
2023-06-27,09:27:00,BMEA,B,53,22.7760,0
2023-06-27,08:58:00,SPIR,S,5789,0.4272,0
2023-06-27,10:48:00,SPIR,B,5789,0.4484,0
2023-06-27,09:28:00,CAR,B,11,227.0900,0
2023-06-27,13:51:00,CAR,S,11,225.9900,0
2023-06-27,09:08:00,MXL,B,88,28.2100,0
2023-06-27,15:00:00,MXL,S,44,29.3384,0
2023-06-27,15:00:00,MXL,S,44,29.7400,0
2023-06-27,09:20:00,PARR,B,98,25.3300,0
2023-06-27,15:00:00,PARR,S,98,25.4500,0
2023-06-27,09:28:00,GPRE,B,82,30.3400,0
2023-06-27,15:00:00,GPRE,S,82,30.6100,0
2023-06-27,10:34:00,NKTX,S,149,2.9350,0
2023-06-27,15:00:00,NKTX,B,74,2.8176,0
2023-06-27,15:00:00,NKTX,B,75,2.8050,0
2023-06-27,10:55:00,RPAY,B,334,7.4950,0
2023-06-27,15:00:00,RPAY,S,334,7.5250,0
2023-06-27,13:57:00,IMAX,S,145,17.2100,0
2023-06-27,15:00:00,IMAX,B,145,16.9950,0
2023-06-28,08:41:00,CCL,B,152,16.4650,0
2023-06-28,10:13:00,CCL,S,76,17.1236,0
2023-06-28,10:13:00,CCL,S,76,17.0153,0
2023-06-29,09:15:00,BMEA,B,107,23.4200,0
2023-06-29,10:22:00,BMEA,S,107,22.5500,0
2023-06-29,09:29:00,GRPN,S,425,5.8200,0
2023-06-29,12:13:00,GRPN,B,425,6.1250,0
2023-06-29,09:29:00,GPRE,B,79,31.6900,0
2023-06-29,13:08:00,GPRE,S,79,31.4100,0
2023-06-29,09:25:00,MXL,B,83,30.2700,0
2023-06-29,15:00:00,MXL,S,83,31.2600,0
2023-06-29,09:46:00,SPIR,B,4716,0.5310,0
2023-06-29,15:00:00,SPIR,S,4716,0.5469,0
2023-06-29,09:51:00,PARR,B,94,26.3900,0
2023-06-29,15:00:00,PARR,S,94,26.2050,0
2023-06-29,10:24:00,CAR,S,10,229.9500,0
2023-06-29,15:00:00,CAR,B,10,228.1500,0
2023-06-29,10:25:00,EVTL,S,1269,1.9200,0
2023-06-29,15:00:00,EVTL,B,1269,1.9650,0
2023-06-29,13:11:00,NKTX,S,1066,2.3350,0
2023-06-29,15:00:00,NKTX,B,1066,2.3300,0
2023-06-29,13:18:00,VOR,S,750,3.2900,0
2023-06-29,15:00:00,VOR,B,750,3.2400,0
2023-06-29,14:35:00,RPAY,B,322,7.7400,0
2023-06-29,15:00:00,RPAY,S,322,7.7600,0
2023-06-30,09:44:00,PARR,S,95,26.0400,0
2023-06-30,10:56:00,PARR,B,95,26.3850,0
2023-06-30,10:23:00,BMEA,S,115,21.5800,0
2023-06-30,11:34:00,BMEA,B,115,22.1700,0
2023-06-30,09:39:00,NKTX,S,1144,2.1600,0
2023-06-30,12:40:00,NKTX,B,1144,2.2450,0
2023-06-30,09:26:00,GPRE,B,78,32.0150,0
2023-06-30,15:00:00,GPRE,S,78,32.2500,0
2023-06-30,09:41:00,MXL,B,77,32.1100,0
2023-06-30,15:00:00,MXL,S,77,31.5700,0
2023-06-30,09:49:00,GRPN,S,412,6.0150,0
2023-06-30,15:00:00,GRPN,B,412,5.9150,0
2023-06-30,10:01:00,CAR,S,10,227.5900,0
2023-06-30,15:00:00,CAR,B,10,228.8200,0
2023-07-03,09:08:00,IMAX,B,145,17.2200,0
2023-07-03,15:00:00,IMAX,S,145,17.3700,0
2023-07-03,09:10:00,NKTX,S,1136,2.1500,0
2023-07-03,15:00:00,NKTX,B,1136,2.1800,0
2023-07-03,09:10:00,RPAY,B,315,7.9500,0
2023-07-03,15:00:00,RPAY,S,315,7.9350,0
2023-07-03,09:15:00,GPRE,B,76,32.7500,0
2023-07-03,15:00:00,GPRE,S,76,32.9000,0
2023-07-03,09:33:00,BMEA,S,117,21.1500,0
2023-07-03,15:00:00,BMEA,B,117,21.4000,0
2023-07-03,09:43:00,MXL,S,78,31.5800,0
2023-07-03,15:00:00,MXL,B,78,32.0200,0
2023-07-05,08:55:00,IMAX,S,147,16.9550,0
2023-07-05,15:00:00,IMAX,B,147,16.8500,0
2023-07-05,09:13:00,PARR,B,92,27.0400,0
2023-07-05,15:00:00,PARR,S,92,27.1150,0
2023-07-05,09:40:00,GPRE,B,75,32.9900,0
2023-07-05,15:00:00,GPRE,S,75,32.7100,0
2023-07-05,10:03:00,GRPN,B,397,6.3600,0
2023-07-05,15:00:00,GRPN,S,397,6.2000,0
2023-07-05,10:49:00,CAR,B,10,228.6900,0
2023-07-05,15:00:00,CAR,S,10,232.5850,0
2023-07-05,13:24:00,MXL,S,80,31.0400,0
2023-07-05,15:00:00,MXL,B,80,30.8400,0
2023-07-05,14:43:00,DARE,S,2906,0.8500,0
2023-07-05,15:00:00,DARE,B,2906,0.8501,0
2023-07-06,10:24:00,LZM,B,32,17.6000,0
2023-07-06,10:45:00,LZM,S,16,18.3040,0
2023-07-06,10:45:00,LZM,S,16,17.6000,0
2023-07-06,09:15:00,MXL,S,83,29.9150,0
2023-07-06,15:00:00,MXL,B,83,29.9300,0
2023-07-06,09:35:00,RPAY,S,336,7.3700,0
2023-07-06,15:00:00,RPAY,B,336,7.4850,0
2023-07-06,09:43:00,NKTX,S,1282,1.9450,0
2023-07-06,15:00:00,NKTX,B,1282,1.9700,0
2023-07-06,09:59:00,BMEA,S,115,21.6750,0
2023-07-06,15:00:00,BMEA,B,115,21.6000,0
2023-07-06,10:23:00,CAR,S,11,225.1300,0
2023-07-06,15:00:00,CAR,B,11,226.6900,0
2023-07-06,13:45:00,PARR,B,93,26.8800,0
2023-07-06,15:00:00,PARR,S,93,26.9050,0
2023-07-06,14:00:00,SPIR,B,4863,0.5284,0
2023-07-06,15:00:00,SPIR,S,4863,0.5260,0
2023-07-06,14:15:00,IFRX,S,632,3.9200,0
2023-07-06,15:00:00,IFRX,B,632,3.9150,0
2023-07-07,08:42:00,RIVN,B,105,23.8700,0
2023-07-07,11:46:00,RIVN,S,52,24.8248,0
2023-07-07,11:46:00,RIVN,S,53,24.9513,0
2023-07-10,09:15:00,GRPN,B,381,6.6300,0
2023-07-10,09:51:00,GRPN,S,190,6.8952,0
2023-07-10,09:51:00,GRPN,S,191,6.8637,0
2023-07-10,09:00:00,NKTX,B,1187,2.1050,0
2023-07-10,15:00:00,NKTX,S,1187,2.0750,0
2023-07-10,13:14:00,RPAY,S,324,7.6950,0
2023-07-10,15:00:00,RPAY,B,324,7.6650,0
2023-07-10,14:21:00,MXL,B,79,31.4250,0
2023-07-10,15:00:00,MXL,S,79,31.4300,0
2023-07-10,14:23:00,BMI,B,17,143.5200,0
2023-07-10,15:00:00,BMI,S,17,143.8900,0
2023-07-10,14:34:00,IFRX,B,600,4.1800,0
2023-07-10,15:00:00,IFRX,S,600,4.3000,0
2023-07-10,14:39:00,PARR,S,91,27.2200,0
2023-07-10,15:00:00,PARR,B,91,27.1950,0
2023-07-11,09:43:00,MXL,B,78,31.6700,0
2023-07-11,10:18:00,MXL,S,78,31.3100,0
2023-07-11,09:28:00,GPRE,B,73,34.2400,0
2023-07-11,12:58:00,GPRE,S,73,33.8000,0
2023-07-11,09:06:00,NKTX,S,1213,2.0600,0
2023-07-11,15:00:00,NKTX,B,1213,2.0500,0
2023-07-11,09:23:00,GRPN,B,371,6.8350,0
2023-07-11,15:00:00,GRPN,S,371,6.8900,0
2023-07-11,10:03:00,PARR,B,92,27.1850,0
2023-07-11,15:00:00,PARR,S,92,27.3200,0
2023-07-11,12:43:00,VOR,B,866,3.0300,0
2023-07-11,15:00:00,VOR,S,866,2.9900,0
2023-07-11,14:23:00,SPIR,B,4072,0.6151,0
2023-07-11,15:00:00,SPIR,S,4072,0.6102,0
2023-07-11,14:33:00,RPAY,S,327,7.6350,0
2023-07-11,15:00:00,RPAY,B,327,7.5250,0
2023-07-12,09:50:00,NKTX,S,1216,2.0450,0
